Deg_Kart_No;Yas;Kart_Grubu;Etkinlik_Adi;Satıs_Dönemi;Bilet_Adedi;Birim_Bilet_Fiyati;Toplam_Bilet_Fiyati;Indirimli_Birim_Fiyat;Indirim_Kaybi;Net_Satis_Geliri;Odeme_Tipi;Satis_Kanalı
1000029538;24;BB;C;On Satis;2;750;1500;562.5;375;1125;Kart;Internet  
1000029494;23;BB;C;On Satis;2;750;1500;562.5;375;1125;Kart;Internet  
1000029490;22;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000029486;25;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000029449;21;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000029437;22;BB;F;Genel Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000029362;20;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000029261;22;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000028986;21;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000028974;20;BB;A;Genel Satis;-1;-937.5;-937.5;-703.125;-234.375;-703.125;Kart;Organizatr
1000028919;23;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000028883;22;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Kart;Organizatr
1000028033;26;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000027868;23;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000027773;25;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000027394;21;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000026762;24;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000025990;22;BB;A;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000025982;77;BB;A;Genel Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000025782;24;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000025658;22;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000025645;22;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000029479;45;BB;A;Genel Satis;1;1125;1125;843.75;281.25;843.75;Kart;Organizatr
1000029470;37;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000029296;34;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000029152;34;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000027940;32;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000027929;47;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000003459;26;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000031429;24;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000027152;22;BB;D;On Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000032185;81;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000032172;72;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000032134;62;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000035111;57;BB;F;Genel Satis;1;93.75;93.75;60;33.75;60;Kart;Ana Gişe  
1000019925;55;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000026906;40;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000026315;49;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000024434;77;BB;A;Genel Satis;-1;-937.5;-937.5;-703.125;-234.375;-703.125;Kart;Organizatr
1000023694;57;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Kart;Organizatr
1000014805;69;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000013440;36;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000011265;70;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000003756;47;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000002299;69;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000022319;63;BB;A;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000032281;50;BB;A;Genel Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000032118;59;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000032065;63;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000022360;73;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000019972;75;BB;A;Genel Satis;1;1125;1125;843.75;281.25;843.75;Kart;Organizatr
1000018717;39;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000035010;64;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000016736;52;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000026292;57;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000022343;59;BB;F;Genel Satis;2;93.75;187.5;60;67.5;120;Kart;Internet  
1000021508;54;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000021340;47;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000020805;41;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000020095;53;BB;F;Genel Satis;2;37.5;75;37.5;0;75;Kart;Internet  
1000018695;51;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000018240;65;BB;D;On Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000016706;74;BB;D;On Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000016064;57;BB;E;On Satis;2;112.5;225;67.5;90;135;Kart;Çağrı Merk
1000015069;55;BB;E;On Satis;2;45;90;45;0;90;Kart;Çağrı Merk
1000012067;81;BB;E;On Satis;2;45;90;45;0;90;Kart;Çağrı Merk
1000034829;47;BB;E;On Satis;2;112.5;225;90;45;180;Kart;Çağrı Merk
1000009629;54;BB;E;On Satis;2;112.5;225;67.5;90;135;Kart;Çağrı Merk
1000006616;63;BB;E;On Satis;2;112.5;225;67.5;90;135;Kart;Çağrı Merk
1000002883;55;BB;E;On Satis;2;45;90;45;0;90;Kart;Çağrı Merk
1000002697;53;BB;E;On Satis;2;45;90;45;0;90;Kart;Çağrı Merk
1000033413;42;BB;E;On Satis;2;45;90;45;0;90;Kart;Çağrı Merk
1000034845;43;BB;E;On Satis;2;112.5;225;67.5;90;135;Kart;Çağrı Merk
1000031394;44;BB;E;On Satis;2;45;90;45;0;90;Kart;Çağrı Merk
1000026374;44;BB;E;On Satis;2;45;90;45;0;90;Kart;Çağrı Merk
1000002343;45;BB;A;On Satis;2;675;1350;506.25;337.5;1012.5;Kart;iPhone    
1000022072;57;BB;A;On Satis;2;675;1350;506.25;337.5;1012.5;Kart;iPhone    
1000019259;74;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000013506;77;BB;A;Genel Satis;2;562.5;1125;421.875;281.25;843.75;Kart;Organizatr
1000001077;56;BB;A;Genel Satis;2;562.5;1125;421.875;281.25;843.75;Kart;Organizatr
1000034477;74;BB;A;Genel Satis;1;675;675;506.25;168.75;506.25;Kart;Organizatr
1000032568;80;BB;A;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000031938;77;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000030003;49;BB;A;Genel Satis;2;1312.5;2625;984.375;656.25;1968.75;Kart;Organizatr
1000029107;49;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000028902;66;BB;A;Genel Satis;2;562.5;1125;421.875;281.25;843.75;Kart;Organizatr
1000027569;61;BB;A;Genel Satis;2;562.5;1125;421.875;281.25;843.75;Kart;Organizatr
1000027211;66;BB;A;Genel Satis;1;675;675;506.25;168.75;506.25;Kart;Organizatr
1000026465;64;BB;A;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000025681;62;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000021835;42;BB;A;Genel Satis;2;1312.5;2625;984.375;656.25;1968.75;Kart;Organizatr
1000019843;45;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000018878;49;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000018746;46;BB;A;On Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000018034;66;BB;A;On Satis;1;675;675;506.25;168.75;506.25;Kart;Organizatr
1000016989;37;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000016681;84;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000016328;54;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000016216;42;BB;C;On Satis;2;750;1500;562.5;375;1125;Kart;Organizatr
1000015888;64;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000015862;45;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000015805;55;BB;C;Genel Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000015537;42;BB;A;On Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000014673;57;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000013483;70;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000011716;50;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000026900;34;BB;A;Genel Satis;2;1312.5;2625;984.375;656.25;1968.75;Kart;Perakende 
1000035179;70;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000025137;41;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000025092;27;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000024742;48;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000024693;36;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000024452;32;BB;A;On Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000024220;45;BB;A;On Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000024195;61;BB;A;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000024044;57;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000024018;46;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000023859;46;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000023292;40;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000023210;47;BB;A;On Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000022805;73;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000022790;35;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000022400;47;BB;B;Genel Satis;1;1125;1125;843.75;281.25;843.75;Kart;Organizatr
1000022347;27;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000021535;55;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000021524;34;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000021400;40;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000021239;52;BB;A;On Satis;1;1125;1125;843.75;281.25;843.75;Kart;Organizatr
1000020764;55;BB;A;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000020760;60;BB;D;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000020220;39;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000020109;63;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000019930;38;BB;A;On Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000019294;33;BB;A;On Satis;1;675;675;506.25;168.75;506.25;Kart;Organizatr
1000018911;52;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000018571;36;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000018083;35;BB;C;On Satis;2;750;1500;562.5;375;1125;Kart;Organizatr
1000017574;46;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000017487;42;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000017466;27;BB;C;Genel Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000017132;44;BB;A;On Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000017098;35;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000017089;53;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000017038;30;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000016909;47;BB;A;Genel Satis;2;1312.5;2625;984.375;656.25;1968.75;Kart;Perakende 
1000016604;34;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000016389;57;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000015747;34;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000015456;33;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;Internet  
1000015182;33;BB;A;On Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000015083;67;BB;A;On Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000014883;33;BB;A;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000014719;45;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000014469;43;BB;A;On Satis;2;750;1500;562.5;375;1125;Kart;Organizatr
1000014192;38;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000014092;47;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000013899;42;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000034901;28;BB;A;On Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000013597;58;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000013514;50;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000013376;33;BB;B;Genel Satis;1;1125;1125;843.75;281.25;843.75;Kart;Organizatr
1000013256;70;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000012965;49;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000012671;58;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000012590;44;BB;F;Genel Satis;1;93.75;93.75;75;18.75;75;Kart;Internet  
1000012030;83;BB;A;On Satis;1;1125;1125;843.75;281.25;843.75;Kart;Organizatr
1000011767;28;BB;A;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000011601;38;BB;D;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000011369;42;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000011139;51;BB;E;Genel Satis;1;45;45;45;0;45;Kart;Perakende
1000010790;31;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000010640;40;BB;E;Genel Satis;1;45;45;45;0;45;Kart;Perakende
1000010608;75;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000010556;50;BB;E;Genel Satis;1;45;45;45;0;45;Kart;Perakende
1000010015;31;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000009832;28;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000009223;33;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000009119;43;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000009052;55;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000008947;40;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000008938;47;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000008786;52;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000008735;27;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000008597;38;BB;E;Genel Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000008103;38;BB;D;Genel Satis;2;243.75;487.5;183.75;120;367.5;Kart;Ana Gişe
1000007932;48;BB;İ;Genel Satis;1;281.25;281.25;211.875;69.375;211.875;Kart;Organizatr
1000007768;29;BB;D;Genel Satis;2;243.75;487.5;183.75;120;367.5;Kart;Ana Gişe
1000007720;51;BB;İ;Genel Satis;-1;-281.25;-281.25;-211.875;-69.375;-211.875;Kart;Organizatr
1000007440;27;BB;D;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Ana Gişe
1000006964;33;BB;İ;Genel Satis;-1;-281.25;-281.25;-211.875;-69.375;-211.875;Kart;Ana Gişe
1000006900;36;BB;İ;Genel Satis;1;187.5;187.5;140.625;46.875;140.625;Kart;Organizatr
1000006854;40;BB;İ;Genel Satis;1;281.25;281.25;211.875;69.375;211.875;Kart;Ana Gişe
1000006609;36;BB;İ;Genel Satis;-1;-187.5;-187.5;-140.625;-46.875;-140.625;Kart;Organizatr
1000006600;40;BB;D;Genel Satis;2;337.5;675;253.125;168.75;506.25;Kart;Ana Gişe
1000006465;33;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Kart;Organizatr
1000005871;38;BB;C;On Satis;2;750;1500;562.5;375;1125;Kart;Organizatr
1000005837;29;BB;A;Genel Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000005749;49;BB;A;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000005641;41;BB;A;Genel Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000004753;32;BB;C;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000004321;34;BB;A;Genel Satis;-2;-937.5;-1875;-703.125;-468.75;-1406.25;Kart;Organizatr
1000003395;31;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Kart;Organizatr
1000003230;31;BB;A;Genel Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Ana Gişe  
1000003201;29;BB;A;Genel Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000034595;38;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000003104;33;BB;A;Genel Satis;1;675;675;506.25;168.75;506.25;Kart;Organizatr
1000003058;55;BB;A;Genel Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000002899;32;BB;A;Genel Satis;-1;-937.5;-937.5;-703.125;-234.375;-703.125;Kart;Organizatr
1000002887;51;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Kart;Organizatr
1000002872;56;BB;A;Genel Satis;1;675;675;506.25;168.75;506.25;Kart;Organizatr
1000002843;33;BB;C;On Satis;2;750;1500;562.5;375;1125;Kart;Organizatr
1000002605;60;BB;A;Genel Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000002544;30;BB;A;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000002530;34;BB;A;Genel Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000002351;47;BB;C;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000002283;56;BB;C;On Satis;2;375;750;281.25;187.5;562.5;Kart;Organizatr
1000002218;28;BB;A;Genel Satis;-2;-937.5;-1875;-703.125;-468.75;-1406.25;Kart;Organizatr
1000002149;32;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Kart;Organizatr
1000002059;26;BB;A;Genel Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Ana Gişe  
1000001919;34;BB;A;Genel Satis;1;937.5;937.5;703.125;234.375;703.125;Kart;Organizatr
1000034566;60;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000001768;50;BB;A;Genel Satis;1;675;675;506.25;168.75;506.25;Kart;Organizatr
1000001645;39;BB;A;Genel Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000001468;39;BB;A;Genel Satis;-1;-937.5;-937.5;-703.125;-234.375;-703.125;Kart;Organizatr
1000001229;31;BB;A;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000001110;40;BB;A;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000000779;34;BB;A;On Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000000477;34;BB;A;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000034455;27;BB;A;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000035100;59;BB;A;On Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000034065;36;BB;A;On Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000034025;44;BB;C;On Satis;2;562.5;1125;421.875;281.25;843.75;Kart;Organizatr
1000033993;44;BB;C;On Satis;2;562.5;1125;421.875;281.25;843.75;Kart;Organizatr
1000033984;53;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Internet  
1000034666;35;BB;B;Genel Satis;1;1125;1125;843.75;281.25;843.75;Kart;Internet  
1000033730;50;BB;A;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000033667;33;BB;A;Genel Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000033320;55;BB;A;Genel Satis;-2;-1125;-2250;-843.75;-562.5;-1687.5;Kart;Organizatr
1000033030;37;BB;A;On Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000032940;24;BB;A;On Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000032714;29;BB;C;On Satis;2;562.5;1125;421.875;281.25;843.75;Kart;Organizatr
1000032518;44;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Internet  
1000031749;27;BB;B;Genel Satis;1;1125;1125;843.75;281.25;843.75;Kart;Internet  
1000031226;71;BB;A;On Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000030807;30;BB;A;Genel Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000030583;30;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Diğer;Organizatr
1000030432;30;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Diğer;Organizatr
1000030416;32;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Diğer;Organizatr
1000030258;27;BB;A;Genel Satis;2;1125;2250;843.75;562.5;1687.5;Diğer;Organizatr
1000030131;52;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Diğer;Organizatr
1000030125;23;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Diğer;Organizatr
1000030009;28;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Diğer;Organizatr
1000029911;33;BB;C;Genel Satis;2;450;900;337.5;225;675;Kart;Çağrı Merk
1000029786;46;BB;D;Genel Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000029707;2;BB;D;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000029567;49;BB;C;Genel Satis;2;450;900;337.5;225;675;Kart;Çağrı Merk
1000029537;48;BB;D;Genel Satis;2;1125;2250;843.75;562.5;1687.5;Kart;Organizatr
1000029480;32;BB;D;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000029306;41;BB;E;On Satis;1;112.5;112.5;90;22.5;90;Kart;Perakende
1000029245;27;BB;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000029223;33;BB;E;On Satis;2;112.5;225;67.5;90;135;Kart;Internet
1000029214;25;BB;E;On Satis;1;112.5;112.5;67.5;45;67.5;Kart;Perakende
1000029212;26;BB;E;On Satis;2;112.5;225;90;45;180;Kart;Internet
1000029112;27;BB;E;On Satis;2;112.5;225;67.5;90;135;Kart;Internet
1000029021;35;BB;D;Genel Satis;2;281.25;562.5;211.875;138.75;423.75;Kart;Perakende
1000028904;47;BB;D;Genel Satis;2;337.5;675;253.125;168.75;506.25;Kart;Perakende
1000028864;33;BB;C;Genel Satis;2;337.5;675;253.125;168.75;506.25;Kart;Organizatr
1000028522;60;BB;A;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000028163;36;BB;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;iPhone    
1000027984;40;BB;C;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000027845;33;BB;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;iPhone    
1000027778;39;BB;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;iPhone    
1000027699;56;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Kart;Organizatr
1000027682;52;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000027459;38;BB;F;Genel Satis;2;93.75;187.5;75;37.5;150;Kart;iPhone    
1000027448;39;BB;C;Genel Satis;2;337.5;675;253.125;168.75;506.25;Kart;Organizatr
1000027445;57;BB;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;iPhone    
1000026504;58;BB;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;iPhone    
1000026182;16;BB;C;Genel Satis;-2;-337.5;-675;-253.125;-168.75;-506.25;Kart;Organizatr
1000025983;48;BB;C;Genel Satis;-2;-337.5;-675;-253.125;-168.75;-506.25;Kart;Organizatr
1000025971;49;BB;C;Genel Satis;-2;-937.5;-1875;-703.125;-468.75;-1406.25;Kart;Organizatr
1000025848;28;BB;C;Genel Satis;2;337.5;675;253.125;168.75;506.25;Kart;Organizatr
1000025833;37;BB;A;Genel Satis;2;675;1350;506.25;337.5;1012.5;Kart;Organizatr
1000026401;24;BB;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;iPhone    
1000026385;46;BB;C;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
1000026366;35;BB;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;iPhone    
1000026320;29;BB;A;Genel Satis;2;1687.5;3375;1265.625;843.75;2531.25;Kart;Organizatr
1000026319;36;BB;F;On Satis;2;93.75;187.5;75;37.5;150;Kart;iPhone    
1000025459;37;BB;A;Genel Satis;2;937.5;1875;703.125;468.75;1406.25;Kart;Organizatr
