Deg_Uye_iD;Deg_iD;Kart_Grubu;Uyelik_Tipi;VALiD_TO;il;iLcE;Yas;Kanal
11867;1000027358;AA;Yenileme;31.03.2011;istanbul;Suadiye;60;IKSV
12006;1000027583;CC;Kat. Yükseltme;31.03.2011;istanbul;Atasehir;41;IKSV
12133;1000027785;CC;Kat. Yükseltme;31.03.2011;istanbul;Maslak;39;IKSV
12868;1000028894;CC;Yeni;31.03.2011;istanbul;Sarigol;66;Cagri Merkezi
12970;1000029035;CC;Kat. Yükseltme;31.03.2011;istanbul;Beyoglu;54;IKSV
13420;1000029613;BB;Yeni;31.03.2011;istanbul;Sariyer;55;IKSV
13447;1000029665;CC;Yeni;31.03.2011;istanbul;Levent;42;Internet
14187;1000030968;CC;Yenileme;31.03.2011;istanbul;Levent;89;IKSV
14264;1000031212;XX;Kat. Yükseltme;31.03.2011;istanbul;Nisantasi;88;IKSV
14789;1000032126;BB;Kat. Yükseltme;31.03.2011;istanbul;Kadikoy;51;IKSV
15281;1000033059;CC;Kat. Yükseltme;31.03.2011;istanbul;sisli;47;IKSV
16293;1000034410;CC;Kat. Yükseltme;31.03.2011;istanbul;Besiktas;59;IKSV
N/A 246;1000000035;CC;Yeni;31.03.2011;istanbul;sisli;58;N/A
N/A 264;1000000001;AA;Yeni;31.03.2011;istanbul;Rumelihisari;63;N/A
416;1000000699;DD;Yeni;30.04.2011;istanbul;Kazasker;65;Internet
2209;1000003546;DD;Yeni;30.04.2011;istanbul;Gayrettepe;66;IKSV
2305;1000030290;BB;Yenileme;30.04.2011;istanbul;Maslak;74;IKSV
2424;1000025476;CC;Yenileme;30.04.2011;istanbul;Kadikoy;67;IKSV
4400;1000007992;DD;Yeni;30.04.2011;istanbul;Levent;41;IKSV
5780;1000013343;DD;Yeni;30.04.2011;istanbul;Tesvikiye;25;IKSV
6242;1000012081;XX;Kat. Yükseltme;30.04.2011;istanbul;Kartal;65;IKSV
6243;1000012091;XX;Kat. Yükseltme;30.04.2011;istanbul;Kartal;39;IKSV
6294;1000012227;CC;Yenileme;30.04.2011;istanbul;Beykoz;40;IKSV
6310;1000012277;CC;Yeni;30.04.2011;istanbul;Gebze;52;Internet
6540;1000012933;CC;Yeni;30.04.2011;istanbul;Kadikoy;59;IKSV
6541;1000012934;CC;Yeni;30.04.2011;istanbul;Besiktas;47;IKSV
6545;1000012947;XX;Yeni;30.04.2011;istanbul;Kozyatagi;38;IKSV
6548;1000012956;XX;Yeni;30.04.2011;istanbul;Moda;36;IKSV
6549;1000012958;CC;Yeni;30.04.2011;istanbul;Ulus;56;IKSV
6552;1000012964;AA;Yeni;30.04.2011;istanbul;Levent;50;IKSV
6559;1000012977;CC;Yeni;30.04.2011;istanbul;sisli;45;IKSV
6560;1000012978;CC;Yeni;30.04.2011;istanbul;uskudar;61;IKSV
6562;1000012987;DD;Yeni;30.04.2011;istanbul;Yenikoy;56;IKSV
6563;1000012989;XX;Yeni;30.04.2011;istanbul;Bebek;76;IKSV
6571;1000013011;AA;Yeni;30.04.2011;izmir;Gaziemir;56;IKSV
6572;1000013014;CC;Yeni;30.04.2011;istanbul;Kartal;37;IKSV
6573;1000013015;XX;Yeni;30.04.2011;istanbul;Kadikoy;43;IKSV
6574;1000013017;XX;Yeni;30.04.2011;istanbul;Levent;99;IKSV
6575;1000013018;XX;Yeni;30.04.2011;istanbul;Besiktas;76;IKSV
6579;1000013026;DD;Yeni;30.04.2011;istanbul;sisli;76;IKSV
6580;1000013030;XX;Yeni;30.04.2011;istanbul;Beyoglu;29;IKSV
6583;1000013041;CC;Yeni;30.04.2011;istanbul;Kadikoy;28;IKSV
6585;1000013051;CC;Yeni;30.04.2011;istanbul;Maslak;67;IKSV
6587;1000013069;BB;Yeni;30.04.2011;istanbul;Bahcesehir;45;IKSV
6589;1000013073;DD;Yeni;30.04.2011;istanbul;Besiktas;88;IKSV
6590;1000013083;CC;Yeni;30.04.2011;istanbul;Karakoy;54;IKSV
6591;1000013089;CC;Yeni;30.04.2011;istanbul;N/A;50;IKSV
6592;1000013095;XX;Yeni;30.04.2011;istanbul;Sutluce;47;Internet
6593;1000013097;DD;Yeni;30.04.2011;istanbul;N/A;75;Internet
6594;1000013104;XX;Yeni;30.04.2011;Ankara;Bahcelievler;55;IKSV
6595;1000013105;DD;Yeni;30.04.2011;istanbul;Yenibosna;80;IKSV
6596;1000013115;DD;Yeni;30.04.2011;istanbul;N/A;26;Cagri Merkezi
6597;1000013116;XX;Yeni;30.04.2011;istanbul;Tesvikiye;80;IKSV
6598;1000013117;DD;Yeni;30.04.2011;istanbul;Bebek;63;IKSV
6599;1000013118;CC;Yeni;30.04.2011;istanbul;sisli;56;Internet
6600;1000013120;XX;Yeni;30.04.2011;istanbul;Caddebostan;44;IKSV
6602;1000013122;CC;Yeni;30.04.2011;istanbul;Levent;52;Internet
6604;1000013124;XX;Yeni;30.04.2011;istanbul;Feneryolu;32;IKSV
6605;1000013125;BB;Yeni;30.04.2011;istanbul;uskudar;71;IKSV
6606;1000013127;CC;Yeni;30.04.2011;istanbul;Beyoglu;44;IKSV
6607;1000013128;CC;Yeni;30.04.2011;istanbul;Rumelihisari;51;IKSV
6608;1000013131;DD;Yeni;30.04.2011;istanbul;umraniye;30;IKSV
6609;1000013134;BB;Yeni;30.04.2011;istanbul;Beyoglu;87;IKSV
6610;1000013137;CC;Yeni;30.04.2011;istanbul;Kadikoy;72;IKSV
6611;1000013145;CC;Yeni;30.04.2011;istanbul;Beyoglu;64;IKSV
6612;1000013146;DD;Yeni;30.04.2011;istanbul;Eyup;74;IKSV
6613;1000013147;DD;Yeni;30.04.2011;istanbul;sisli;76;IKSV
6614;1000013148;DD;Yeni;30.04.2011;istanbul;Levent;29;IKSV
6615;1000013154;XX;Yeni;30.04.2011;istanbul;Ulus;87;IKSV
6616;1000013155;CC;Yeni;30.04.2011;istanbul;Findikli;66;IKSV
6618;1000013165;XX;Yeni;30.04.2011;istanbul;Vanikoy;76;Cagri Merkezi
6620;1000013167;CC;Yeni;30.04.2011;istanbul;Levent;46;IKSV
6621;1000013170;XX;Yeni;30.04.2011;istanbul;Levent;53;IKSV
6622;1000013173;CC;Yeni;30.04.2011;istanbul;Kemerburgaz;59;IKSV
6623;1000013176;DD;Yeni;30.04.2011;istanbul;Dudullu;30;IKSV
6626;1000013179;DD;Yeni;30.04.2011;istanbul;capa;54;IKSV
6627;1000013180;DD;Yeni;30.04.2011;istanbul;sisli;61;IKSV
6628;1000013188;CC;Yeni;30.04.2011;istanbul;Nisantasi;67;IKSV
6629;1000013191;DD;Yeni;30.04.2011;istanbul;Erenkoy;62;IKSV
6630;1000013195;DD;Yeni;30.04.2011;istanbul;Kosuyolu;36;IKSV
6631;1000013196;DD;Yeni;30.04.2011;istanbul;N/A;75;IKSV
6632;1000013203;DD;Yeni;30.04.2011;istanbul;Beyoglu;79;IKSV
6636;1000013211;BB;Yeni;30.04.2011;istanbul;Tarabya;58;IKSV
6637;1000013214;XX;Yeni;30.04.2011;istanbul;Atakoy;39;IKSV
6638;1000013215;CC;Yeni;30.04.2011;istanbul;Etiler;65;Internet
6640;1000013217;XX;Yeni;30.04.2011;istanbul;Taksim;32;IKSV
6641;1000013218;CC;Yeni;30.04.2011;istanbul;Besiktas;52;IKSV
6644;1000013233;CC;Yeni;30.04.2011;istanbul;Beyoglu;47;IKSV
6645;1000013238;CC;Yeni;30.04.2011;istanbul;Kabatas;60;IKSV
6646;1000013240;CC;Yeni;30.04.2011;istanbul;Besiktas;44;Internet
6648;1000013243;XX;Yeni;30.04.2011;istanbul;Besiktas;35;IKSV
6649;1000013245;XX;Yeni;30.04.2011;istanbul;Ortakoy;80;IKSV
6650;1000013249;CC;Yeni;30.04.2011;istanbul;N/A;70;IKSV
6652;1000013260;CC;Yeni;30.04.2011;istanbul;Sariyer;51;IKSV
6653;1000013262;DD;Yeni;30.04.2011;istanbul;Beykoz;31;IKSV
6654;1000013263;DD;Yeni;30.04.2011;istanbul;Tesvikiye;57;IKSV
6655;1000013270;DD;Yeni;30.04.2011;istanbul;Bostanci;35;IKSV
6656;1000013271;DD;Yeni;30.04.2011;istanbul;Burgazada;27;IKSV
6657;1000013278;XX;Yeni;30.04.2011;istanbul;Tuzla;57;IKSV
6658;1000013279;DD;Yeni;30.04.2011;istanbul;sisli;43;IKSV
6659;1000013280;DD;Yeni;30.04.2011;istanbul;Bakirkoy;37;IKSV
6661;1000013286;CC;Yeni;30.04.2011;istanbul;Dudullu;45;IKSV
6664;1000013292;DD;Yeni;30.04.2011;istanbul;sisli;80;IKSV
6665;1000013299;CC;Yeni;30.04.2011;istanbul;Besiktas;41;IKSV
6666;1000013301;CC;Yeni;30.04.2011;istanbul;cekmekoy;60;IKSV
6667;1000013306;AA;Yeni;30.04.2011;istanbul;Suadiye;48;IKSV
6669;1000013311;CC;Yeni;30.04.2011;istanbul;Yenikoy;50;IKSV
6670;1000013321;XX;Yeni;30.04.2011;istanbul;Tuzla;77;IKSV
6673;1000013327;DD;Yeni;30.04.2011;istanbul;Beyoglu;56;IKSV
6674;1000013328;CC;Yeni;30.04.2011;istanbul;Besiktas;62;IKSV
6675;1000013329;CC;Yeni;30.04.2011;istanbul;Bebek;48;IKSV
6677;1000013335;DD;Yeni;30.04.2011;istanbul;Bahcelievler;40;IKSV
6678;1000013337;CC;Yeni;30.04.2011;istanbul;Levent;62;IKSV
6679;1000013340;CC;Yeni;30.04.2011;istanbul;Levent;72;IKSV
6680;1000013349;DD;Yeni;30.04.2011;istanbul;Kozyatagi;56;IKSV
6681;1000013350;CC;Yeni;30.04.2011;istanbul;Tesvikiye;58;IKSV
6683;1000013354;CC;Yeni;30.04.2011;istanbul;Besiktas;38;Internet
6684;1000013355;XX;Yeni;30.04.2011;istanbul;Etiler;91;IKSV
6685;1000013357;CC;Yeni;30.04.2011;istanbul;Nisantasi;52;IKSV
6713;1000013420;DD;Yeni;30.04.2011;istanbul;Levent;32;IKSV
6783;1000013674;CC;Yeni;30.04.2011;istanbul;Besiktas;58;Internet
6786;1000013680;XX;Yeni;30.04.2011;istanbul;N/A;60;Internet
6895;1000014034;CC;Kat. Yükseltme;30.04.2011;istanbul;Bebek;69;IKSV
6907;1000014061;CC;Yenileme;30.04.2011;istanbul;Ulus;61;IKSV
6924;1000014110;CC;Yenileme;30.04.2011;istanbul;Sutluce;52;IKSV
6946;1000014170;CC;Yeni;30.04.2011;istanbul;Zeytinburnu;45;IKSV
7009;1000014348;DD;Yeni;30.04.2011;istanbul;Ortakoy;49;Internet
7128;1000014693;CC;Yenileme;30.04.2011;N/A;N/A;46;Cagri Merkezi
7211;1000014927;BB;Yenileme;30.04.2011;istanbul;Besiktas;56;IKSV
7251;1000015075;CC;Yeni;30.04.2011;istanbul;sisli;52;IKSV
7287;1000015218;CC;Kat. Yükseltme;30.04.2011;istanbul;Etiler;33;IKSV
7292;1000015237;CC;Yenileme;30.04.2011;istanbul;Besiktas;38;IKSV
7293;1000015243;CC;Yenileme;30.04.2011;istanbul;Anadoluhisari;76;IKSV
7298;1000015264;BB;Yeni;30.04.2011;istanbul;Tarabya;69;IKSV
7309;1000015297;CC;Kat. Yükseltme;30.04.2011;istanbul;Baltalimani;42;IKSV
7310;1000015305;CC;Kat. Yükseltme;30.04.2011;istanbul;Levent;65;IKSV
7314;1000015321;CC;Yenileme;30.04.2011;istanbul;Tesvikiye;64;IKSV
7318;1000015341;XX;Kat. Yükseltme;30.04.2011;istanbul;Kurucesme;80;IKSV
7319;1000015350;CC;Yenileme;30.04.2011;istanbul;Gokturk;65;IKSV
7320;1000015351;XX;Kat. Yükseltme;30.04.2011;istanbul;Yenikoy;86;IKSV
7322;1000015355;CC;Yenileme;30.04.2011;istanbul;Nisantasi;53;IKSV
7333;1000015389;CC;Yenileme;30.04.2011;istanbul;Suadiye;63;IKSV
7336;1000015397;DD;Yenileme;30.04.2011;istanbul;Maltepe;36;IKSV
7342;1000015415;CC;Yenileme;30.04.2011;istanbul;sisli;73;IKSV
7348;1000015436;BB;Kat. Yükseltme;30.04.2011;istanbul;Nisantasi;52;IKSV
7351;1000015442;CC;Yenileme;30.04.2011;istanbul;sisli;43;IKSV
7356;1000015458;CC;Yenileme;30.04.2011;istanbul;N/A;52;IKSV
7358;1000015466;CC;Yenileme;30.04.2011;istanbul;Buyukada;50;IKSV
7383;1000015557;DD;Yeni;30.04.2011;istanbul;Beyoglu;31;IKSV
7388;1000015571;CC;Yeni;30.04.2011;istanbul;Caddebostan;58;Cagri Merkezi
7391;1000015584;DD;Yenileme;30.04.2011;istanbul;uskudar;35;IKSV
7392;1000015589;DD;Yenileme;30.04.2011;istanbul;Zeytinburnu;35;IKSV
7402;1000015624;DD;Yenileme;30.04.2011;istanbul;icerenkoy;33;IKSV
7404;1000015627;CC;Kat. Yükseltme;30.04.2011;istanbul;Besiktas;41;IKSV
7405;1000015628;CC;Yenileme;30.04.2011;istanbul;Eminonu;52;IKSV
7412;1000015643;CC;Kat. Yükseltme;30.04.2011;istanbul;uskudar;41;IKSV
7413;1000015651;CC;Yeni;30.04.2011;istanbul;Kemerburgaz;55;Internet
7425;1000015695;CC;Kat. Yükseltme;30.04.2011;istanbul;Eyup;40;IKSV
7428;1000015714;BB;Yenileme;30.04.2011;istanbul;Etiler;39;IKSV
7432;1000015725;BB;Kat. Yükseltme;30.04.2011;istanbul;Beykoz;70;IKSV
7436;1000015733;XX;Kat. Yükseltme;30.04.2011;istanbul;Suadiye;35;IKSV
7523;1000015997;CC;Yeni;30.04.2011;istanbul;Beyoglu;42;Internet
7592;1000016241;DD;Yeni;30.04.2011;Bursa;Bademli;63;IKSV
7598;1000016266;CC;Yenileme;30.04.2011;istanbul;Yenikoy;52;IKSV
7692;1000016528;CC;Yenileme;30.04.2011;istanbul;Karakoy;56;IKSV
7822;1000016953;DD;Yenileme;30.04.2011;istanbul;Fatih;98;IKSV
7827;1000016982;CC;Yenileme;30.04.2011;istanbul;Bayrampasa;37;IKSV
7853;1000017057;CC;Yeni;30.04.2011;istanbul;Kandilli;49;IKSV
7867;1000017114;DD;Yeni;30.04.2011;istanbul;Kadikoy;80;IKSV
7890;1000017209;CC;Kat. Yükseltme;30.04.2011;istanbul;Besiktas;67;IKSV
7932;1000017350;CC;Yenileme;30.04.2011;istanbul;Besiktas;48;IKSV
7941;1000017375;CC;Yeni;30.04.2011;istanbul;Anadoluhisari;47;Internet
7942;1000017380;CC;Yenileme;30.04.2011;istanbul;Erenkoy;44;IKSV
7962;1000017445;DD;Yenileme;30.04.2011;istanbul;Kadikoy;75;IKSV
7963;1000017447;CC;Kat. Yükseltme;30.04.2011;istanbul;Atasehir;56;IKSV
7968;1000017467;CC;Kat. Yükseltme;30.04.2011;istanbul;Besiktas;61;IKSV
7973;1000017488;CC;Yenileme;30.04.2011;istanbul;uskudar;62;IKSV
7974;1000017489;CC;Yenileme;30.04.2011;istanbul;Beyoglu;48;IKSV
7997;1000017584;CC;Kat. Yükseltme;30.04.2011;istanbul;Maslak;41;IKSV
7999;1000017593;AA;Yenileme;30.04.2011;istanbul;Beyoglu;61;IKSV
8015;1000017650;BB;Kat. Yükseltme;30.04.2011;istanbul;Kadikoy;55;IKSV
8017;1000017655;CC;Kat. Yükseltme;30.04.2011;istanbul;Beyoglu;49;IKSV
8019;1000017665;XX;Yeni;30.04.2011;istanbul;Balmumcu;53;Internet
8027;1000017699;BB;Yenileme;30.04.2011;istanbul;ikitelli;41;IKSV
8028;1000017704;DD;Yenileme;30.04.2011;istanbul;Taksim;49;IKSV
8029;1000017705;CC;Yenileme;30.04.2011;istanbul;Osmanbey;58;IKSV
8031;1000017707;CC;Kat. Yükseltme;30.04.2011;istanbul;Bebek;66;IKSV
8036;1000017732;DD;Yenileme;30.04.2011;istanbul;Bakirkoy;54;IKSV
8037;1000017737;XX;Kat. Yükseltme;30.04.2011;istanbul;Bahcelievler;55;IKSV
8038;1000017741;CC;Yenileme;30.04.2011;istanbul;Kadikoy;69;IKSV
8055;1000017809;CC;Kat. Yükseltme;30.04.2011;istanbul;umraniye;42;IKSV
8067;1000017865;CC;Yenileme;30.04.2011;istanbul;Besiktas;45;IKSV
8078;1000017893;DD;Yenileme;30.04.2011;istanbul;Beyoglu;49;IKSV
8104;1000017959;CC;Yeni;30.04.2011;istanbul;Nisantasi;39;Internet
8136;1000018025;CC;Yeni;30.04.2011;istanbul;Besiktas;66;IKSV
8154;1000018088;AA;Yenileme;30.04.2011;istanbul;Besiktas;61;IKSV
8184;1000018180;DD;Yenileme;30.04.2011;istanbul;Dolapdere;40;IKSV
8240;1000018306;CC;Yeni;30.04.2011;istanbul;Ulus;37;Internet
8265;1000018370;CC;Yenileme;30.04.2011;istanbul;Kadikoy;61;IKSV
8267;1000018382;CC;Yeni;30.04.2011;istanbul;sisli;73;IKSV
8298;1000018538;BB;Yenileme;30.04.2011;istanbul;Altunizade;54;IKSV
8357;1000018721;CC;Kat. Yükseltme;30.04.2011;istanbul;sisli;39;IKSV
8368;1000018760;CC;Yenileme;30.04.2011;istanbul;Kadikoy;61;IKSV
8459;1000019028;CC;Yeni;30.04.2011;istanbul;Besiktas;54;Internet
8497;1000019142;CC;Yeni;30.04.2011;istanbul;Maslak;51;Cagri Merkezi
8524;1000019226;BB;Yenileme;30.04.2011;istanbul;Besiktas;74;IKSV
8533;1000019251;XX;Yeni;30.04.2011;istanbul;uskudar;74;IKSV
8547;1000019296;AA;Yenileme;30.04.2011;istanbul;Gayrettepe;73;IKSV
8580;1000019444;CC;Kat. Yükseltme;30.04.2011;istanbul;Fenerbahce;69;IKSV
8591;1000019476;CC;Kat. Yükseltme;30.04.2011;istanbul;Besiktas;47;IKSV
8600;1000019494;XX;Kat. Yükseltme;30.04.2011;istanbul;umraniye;45;IKSV
8606;1000019529;CC;Kat. Yükseltme;30.04.2011;istanbul;Levent;70;IKSV
8610;1000019538;CC;Kat. Yükseltme;30.04.2011;istanbul;Moda;30;IKSV
8611;1000019540;XX;Kat. Yükseltme;30.04.2011;istanbul;Kadikoy;30;IKSV
8618;1000019588;DD;Yeni;30.04.2011;istanbul;Taksim;85;IKSV
8656;1000019691;CC;Yeni;30.04.2011;istanbul;Levent;47;Internet
8684;1000019791;CC;Yenileme;30.04.2011;istanbul;Zekeriyakoy;66;IKSV
8692;1000019829;BB;Yenileme;30.04.2011;istanbul;Besiktas;64;IKSV
8697;1000019845;AA;Kat. Yükseltme;30.04.2011;istanbul;Kozyatagi;37;IKSV
8719;1000019895;CC;Kat. Yükseltme;30.04.2011;istanbul;Kadikoy;48;IKSV
8733;1000019948;CC;Yenileme;30.04.2011;istanbul;sisli;43;IKSV
8742;1000019968;BB;Yeni;30.04.2011;istanbul;Kabatas;75;IKSV
8760;1000020033;XX;Yeni;30.04.2011;istanbul;umraniye;51;Internet
8769;1000020061;CC;Yeni;30.04.2011;istanbul;Nisantasi;44;Internet
8774;1000020070;DD;Yenileme;30.04.2011;istanbul;Gaziosmanpasa;37;IKSV
8780;1000020087;BB;Yeni;30.04.2011;istanbul;Maslak;50;Internet
8797;1000020166;BB;Yenileme;30.04.2011;istanbul;Eyup;52;IKSV
8807;1000020186;CC;Yenileme;30.04.2011;istanbul;Besiktas;55;IKSV
8849;1000020337;CC;Yenileme;30.04.2011;istanbul;umraniye;42;IKSV
8862;1000020383;CC;Kat. Yükseltme;30.04.2011;istanbul;Anadoluhisari;71;IKSV
8887;1000020468;CC;Yenileme;30.04.2011;istanbul;Sariyer;75;Cagri Merkezi
8923;1000020561;CC;Kat. Yükseltme;30.04.2011;istanbul;Kadikoy;38;IKSV
8959;1000020655;CC;Kat. Yükseltme;30.04.2011;istanbul;sisli;48;IKSV
9042;1000020912;CC;Kat. Yükseltme;30.04.2011;istanbul;Kosuyolu;43;IKSV
9047;1000027288;CC;Yeni;30.04.2011;istanbul;Beyoglu;52;Internet
9125;1000021190;DD;Yeni;30.04.2011;istanbul;Beyoglu;59;IKSV
9147;1000021260;CC;Yenileme;30.04.2011;istanbul;Kucukyali;49;IKSV
9165;1000021331;CC;Yeni;30.04.2011;istanbul;Maslak;43;Internet
9169;1000021353;CC;Yenileme;30.04.2011;istanbul;Kadikoy;74;IKSV
9173;1000021367;CC;Yenileme;30.04.2011;istanbul;Kadikoy;53;IKSV
9203;1000021467;CC;Yeni;30.04.2011;istanbul;umraniye;52;IKSV
9210;1000021486;DD;Yenileme;30.04.2011;istanbul;Kadikoy;40;IKSV
9215;1000021494;CC;Kat. Yükseltme;30.04.2011;istanbul;Besiktas;62;IKSV
9219;1000021519;CC;Yeni;30.04.2011;istanbul;uskudar;56;Cagri Merkezi
9235;1000021554;BB;Yenileme;30.04.2011;istanbul;Beyoglu;48;IKSV
9241;1000021569;CC;Kat. Yükseltme;30.04.2011;istanbul;Kavacik;38;IKSV
9254;1000021616;CC;Yenileme;30.04.2011;istanbul;Kucukyali;50;IKSV
9256;1000021635;CC;Yenileme;30.04.2011;istanbul;ustbostanci;85;IKSV
9268;1000021662;CC;Yenileme;30.04.2011;istanbul;Taksim;62;IKSV
9270;1000021674;CC;Yenileme;30.04.2011;istanbul;sisli;69;IKSV
9292;1000021757;CC;Kat. Yükseltme;30.04.2011;istanbul;Maslak;40;IKSV
9296;1000021775;XX;Kat. Yükseltme;30.04.2011;istanbul;Taksim;75;IKSV
9415;1000022190;DD;Yeni;30.04.2011;istanbul;Fenerbahce;44;Cagri Merkezi
9423;1000022215;DD;Yeni;30.04.2011;istanbul;cengelkoy;37;IKSV
9430;1000022241;CC;Kat. Yükseltme;30.04.2011;istanbul;Ulus;43;IKSV
9458;1000022335;DD;Yeni;30.04.2011;izmir;Narlidere;30;Internet
9470;1000022366;BB;Yenileme;30.04.2011;istanbul;Levent;65;IKSV
9543;1000022598;CC;Kat. Yükseltme;30.04.2011;istanbul;Kadikoy;59;IKSV
9567;1000022674;CC;Kat. Yükseltme;30.04.2011;istanbul;Feneryolu;63;IKSV
9633;1000022867;BB;Kat. Yükseltme;30.04.2011;istanbul;sisli;54;IKSV
9647;1000022909;CC;Yeni;30.04.2011;istanbul;Maslak;42;IKSV
9665;1000022961;XX;Kat. Yükseltme;30.04.2011;istanbul;Fenerbahce;41;IKSV
9695;1000023043;CC;Yenileme;30.04.2011;istanbul;Kiziltoprak;52;IKSV
9702;1000023059;CC;Yeni;30.04.2011;istanbul;Gokturk;46;Internet
9725;1000023140;AA;Kat. Yükseltme;30.04.2011;istanbul;N/A;71;IKSV
9731;1000023152;CC;Yenileme;30.04.2011;istanbul;sisli;41;IKSV
9742;1000023191;CC;Yeni;30.04.2011;istanbul;sisli;64;IKSV
9766;1000023268;DD;Yenileme;30.04.2011;istanbul;Nisantasi;38;IKSV
9769;1000023275;CC;Yenileme;30.04.2011;istanbul;Kartal;60;IKSV
9779;1000023313;CC;Yenileme;30.04.2011;istanbul;Levent;43;IKSV
9814;1000023449;DD;Yenileme;30.04.2011;istanbul;istinye;50;IKSV
9868;1000023638;CC;Yeni;30.04.2011;istanbul;Balmumcu;48;IKSV
9878;1000023667;CC;Yenileme;30.04.2011;istanbul;Beyoglu;69;IKSV
9884;1000023695;CC;Yeni;30.04.2011;istanbul;Kozyatagi;41;Cagri Merkezi
9941;1000023870;CC;Yeni;30.04.2011;istanbul;Besiktas;60;IKSV
9952;1000023898;CC;Yeni;30.04.2011;Sakarya;Arifiye;43;Internet
9955;1000023905;CC;Yeni;30.04.2011;istanbul;Kartal;42;Internet
9973;1000023954;CC;Yenileme;30.04.2011;istanbul;Kanlica;42;IKSV
10000;1000024048;CC;Kat. Yükseltme;30.04.2011;istanbul;Rumelihisari;44;IKSV
10014;1000024087;CC;Yeni;30.04.2011;istanbul;Besiktas;53;Internet
10070;1000024287;DD;Yeni;30.04.2011;istanbul;Bakirkoy;42;IKSV
10073;1000024303;CC;Yenileme;30.04.2011;istanbul;Bakirkoy;53;IKSV
10079;1000024325;CC;Yeni;30.04.2011;istanbul;Atasehir;52;IKSV
10101;1000024413;CC;Yenileme;30.04.2011;istanbul;Atakoy;66;IKSV
10149;1000024566;CC;Kat. Yükseltme;30.04.2011;istanbul;Esenler;35;IKSV
10206;1000024773;BB;Kat. Yükseltme;30.04.2011;istanbul;Akatlar;57;IKSV
10207;1000024777;XX;Yeni;30.04.2011;istanbul;Besiktas;36;Cagri Merkezi
10392;1000025058;CC;Yenileme;30.04.2011;istanbul;Besiktas;40;IKSV
10479;1000025227;CC;Kat. Yükseltme;30.04.2011;istanbul;Fenerbahce;52;IKSV
10483;1000025255;CC;Yeni;30.04.2011;istanbul;Sariyer;45;Internet
10484;1000025262;XX;Kat. Yükseltme;30.04.2011;istanbul;Besiktas;83;IKSV
10546;1000025383;DD;Yenileme;30.04.2011;istanbul;Caddebostan;76;IKSV
10803;1000025741;CC;Yenileme;30.04.2011;istanbul;Nisantasi;52;IKSV
10865;1000025832;CC;Yeni;30.04.2011;istanbul;Kadikoy;37;Internet
10995;1000025977;DD;Yeni;30.04.2011;istanbul;uskudar;46;IKSV
11099;1000026123;DD;Yenileme;30.04.2011;istanbul;Taksim;62;IKSV
11127;1000026197;CC;Yenileme;30.04.2011;istanbul;umraniye;56;IKSV
11374;1000026607;CC;Yeni;30.04.2011;N/A;N/A;46;Internet
11388;1000026633;XX;Kat. Yükseltme;30.04.2011;istanbul;Feneryolu;85;IKSV
11393;1000026659;CC;Kat. Yükseltme;30.04.2011;istanbul;Tesvikiye;48;IKSV
11395;1000026662;XX;Kat. Yükseltme;30.04.2011;istanbul;Besiktas;86;IKSV
11403;1000026687;CC;Yenileme;30.04.2011;istanbul;Beyoglu;66;IKSV
11601;1000026985;CC;Yenileme;30.04.2011;istanbul;Sariyer;55;IKSV
11720;1000027148;CC;Yeni;30.04.2011;istanbul;Atasehir;53;Cagri Merkezi
11742;1000027174;DD;Yeni;30.04.2011;istanbul;uskudar;54;IKSV
11958;1000027475;CC;Yeni;30.04.2011;istanbul;Macka;35;Internet
12400;1000028094;BB;Kat. Yükseltme;30.04.2011;istanbul;Bestelsiz;65;IKSV
13576;1000029890;BB;Yenileme;30.04.2011;istanbul;Dordunculevent;51;IKSV
13595;1000029947;XX;Kat. Yükseltme;30.04.2011;istanbul;Bebek;73;IKSV
13596;1000029956;DD;Yenileme;30.04.2011;istanbul;Maslak;55;IKSV
13612;1000030018;BB;Yenileme;30.04.2011;istanbul;Besiktas;76;IKSV
14183;1000030937;BB;Yenileme;30.04.2011;istanbul;Besiktas;79;IKSV
14185;1000030948;BB;Yenileme;30.04.2011;istanbul;Caddebostan;54;IKSV
14192;1000030997;CC;Yeni;30.04.2011;istanbul;Besiktas;64;IKSV
14233;1000031141;DD;Yenileme;30.04.2011;istanbul;Kadikoy;69;IKSV
14269;1000031228;XX;Kat. Yükseltme;30.04.2011;istanbul;Nisantasi;82;IKSV
14347;1000031359;DD;Yenileme;30.04.2011;istanbul;Tarabya;38;IKSV
14354;1000031382;AA;Yenileme;30.04.2011;istanbul;sisli;60;IKSV
14383;1000031421;BB;Yenileme;30.04.2011;istanbul;sisli;54;IKSV
14720;1000031975;CC;Kat. Yükseltme;30.04.2011;istanbul;Kagithane;65;IKSV
14772;1000032057;CC;Yenileme;30.04.2011;istanbul;Besiktas;81;IKSV
14782;1000032082;XX;Kat. Yükseltme;30.04.2011;istanbul;Bebek;89;IKSV
14838;1000032283;XX;Kat. Yükseltme;30.04.2011;istanbul;Tesvikiye;90;IKSV
14857;1000032331;CC;Kat. Yükseltme;30.04.2011;istanbul;Atasehir;51;IKSV
14885;1000032455;BB;Yenileme;30.04.2011;istanbul;Kadikoy;79;IKSV
14887;1000032471;CC;Yenileme;30.04.2011;istanbul;Etiler;55;IKSV
